UQID,Category,DateTimeStamp
58551,E,2022-03-23 13:24:50.935019
58552,D,2022-03-23 13:24:57.884448
58553,A,2022-03-23 13:25:10.326860
58554,B,2022-03-23 13:25:21.623241
58555,H,2022-03-23 13:25:42.665276
58556,F,2022-03-23 13:25:48.662335
58557,F,2022-03-23 13:25:52.781119
58558,H,2022-03-23 13:25:59.649272
58559,E,2022-03-23 13:26:06.030619
58560,C,2022-03-23 13:26:26.421875
58561,C,2022-03-23 13:26:34.286808
58562,D,2022-03-23 13:26:42.648665
58563,H,2022-03-23 13:26:53.548181
58564,I,2022-03-23 13:27:06.940986
58565,F,2022-03-23 13:27:14.247216
58566,G,2022-03-23 13:27:20.200271
58567,H,2022-03-23 13:27:23.682913
58568,I,2022-03-23 13:27:50.567556
58569,J,2022-03-23 13:27:54.863810
58570,J,2022-03-23 13:28:33.617989
58571,A,2022-03-23 13:28:44.063913
58572,G,2022-03-23 13:28:50.800588
58573,J,2022-03-23 13:29:00.732149
58574,A,2022-03-23 13:29:01.714127
58575,E,2022-03-23 13:29:17.006810
58576,C,2022-03-23 13:29:49.303587
58577,J,2022-03-23 13:30:03.484976
58578,C,2022-03-23 13:30:12.208831
58579,I,2022-03-23 13:30:55.918278
58580,H,2022-03-23 13:31:34.719466
58581,B,2022-03-23 13:32:15.043227
58582,B,2022-03-23 13:32:20.433478
58583,F,2022-03-23 13:33:34.191946
58584,A,2022-03-23 13:34:07.760038
58585,E,2022-03-23 13:34:33.495294
58586,H,2022-03-23 13:35:10.490324
58587,B,2022-03-23 13:36:18.451718
58588,E,2022-03-23 13:36:35.366252
58589,A,2022-03-23 13:36:41.668880
58590,E,2022-03-23 13:36:54.326640
58591,H,2022-03-23 13:37:09.645323
58592,F,2022-03-23 13:37:31.580328
58593,H,2022-03-23 13:37:36.408581
58594,H,2022-03-23 13:37:46.545493
58595,E,2022-03-23 13:37:50.813639
58596,C,2022-03-23 13:37:54.816294
58597,C,2022-03-23 13:38:04.142911
58598,B,2022-03-23 13:38:11.845226
58599,J,2022-03-23 13:38:16.918561
58600,I,2022-03-23 13:38:20.459969
58601,G,2022-03-23 13:38:40.445955
58602,D,2022-03-23 13:38:45.516528
58603,A,2022-03-23 13:38:55.500101
58604,E,2022-03-23 13:38:59.595938
58605,E,2022-03-23 13:39:08.593722
58606,D,2022-03-23 13:39:28.732715
58607,C,2022-03-23 13:39:32.275142
58608,E,2022-03-23 13:39:48.859399
58609,I,2022-03-23 13:39:56.779379
58610,H,2022-03-23 13:40:11.010497
58611,H,2022-03-23 13:40:25.267742
58612,B,2022-03-23 13:41:26.525270
58613,E,2022-03-23 13:41:35.099501
58614,G,2022-03-23 13:41:37.705445
58615,H,2022-03-23 13:41:40.778658
58616,A,2022-03-23 13:42:19.400608
58617,C,2022-03-23 13:42:40.114007
58618,F,2022-03-23 13:42:58.926964
58619,H,2022-03-23 13:43:12.861705
58620,B,2022-03-23 13:43:16.607899
58621,I,2022-03-23 13:43:17.142957
58622,A,2022-03-23 13:43:29.233220
58623,G,2022-03-23 13:43:51.096949
58624,J,2022-03-23 13:44:03.466762
58625,G,2022-03-23 13:44:16.653836
58626,J,2022-03-23 13:44:24.179107
58627,E,2022-03-23 13:44:37.546059
58628,J,2022-03-23 13:44:44.392423
58629,G,2022-03-23 13:45:58.332004
58630,G,2022-03-23 13:45:58.439923
58631,F,2022-03-23 13:46:46.795456
58632,E,2022-03-23 13:47:34.060145
58633,I,2022-03-23 13:48:19.131318
58634,B,2022-03-23 13:48:19.738009
58635,A,2022-03-23 13:48:52.094225
58636,B,2022-03-23 13:49:10.371128
58637,F,2022-03-23 13:49:12.857185
58638,I,2022-03-23 13:49:19.806651
58639,B,2022-03-23 13:49:33.579265
58640,C,2022-03-23 13:50:09.802675
58641,F,2022-03-23 13:50:40.272292
58642,B,2022-03-23 13:50:44.297159
58643,C,2022-03-23 13:51:53.487799
58644,H,2022-03-23 13:52:06.742555
58645,F,2022-03-23 13:52:07.003073
58646,G,2022-03-23 13:53:13.724786
58647,I,2022-03-23 13:53:58.146549
58648,F,2022-03-23 13:54:15.215009
58649,G,2022-03-23 13:54:42.406875
58650,A,2022-03-23 13:55:03.938925
58651,G,2022-03-23 13:55:09.127887
58652,F,2022-03-23 13:55:16.055120
58653,B,2022-03-23 13:55:27.264156
58654,F,2022-03-23 13:56:05.830069
58655,E,2022-03-23 13:56:10.714130
58656,I,2022-03-23 13:56:11.444873
58657,B,2022-03-23 13:56:24.110061
58658,E,2022-03-23 13:56:40.378856
58659,I,2022-03-23 13:57:46.580281
58660,E,2022-03-23 13:58:02.907551
58661,G,2022-03-23 13:58:22.196254
58662,F,2022-03-23 13:58:26.367500
58663,G,2022-03-23 13:59:06.633242
58664,J,2022-03-23 13:59:10.931434
58665,J,2022-03-23 13:59:28.275112
58666,C,2022-03-23 13:59:34.550190
58667,C,2022-03-23 14:00:13.230735
58668,A,2022-03-23 14:00:18.113580
58669,J,2022-03-23 14:00:38.531978
58670,I,2022-03-23 14:00:43.779645
58671,B,2022-03-23 14:01:05.623865
58672,E,2022-03-23 14:01:54.594682
58673,I,2022-03-23 14:02:36.921931
58674,E,2022-03-23 14:02:45.097386
58675,C,2022-03-23 14:02:52.952883
58676,C,2022-03-23 14:02:58.770901
58677,H,2022-03-23 14:03:05.208283
58678,B,2022-03-23 14:03:11.850381
58679,I,2022-03-23 14:03:16.191661
58680,F,2022-03-23 14:03:16.820477
58681,G,2022-03-23 14:03:19.962163
58682,C,2022-03-23 14:03:34.446641
58683,H,2022-03-23 14:03:41.891244
58684,I,2022-03-23 14:03:50.574637
58685,H,2022-03-23 14:04:27.426067
58686,B,2022-03-23 14:04:28.716441
58687,E,2022-03-23 14:04:39.524402
58688,A,2022-03-23 14:04:43.663229
58689,A,2022-03-23 14:05:02.184956
58690,A,2022-03-23 14:05:51.313241
58691,A,2022-03-23 14:06:49.335259
58692,E,2022-03-23 14:07:06.007872
58693,H,2022-03-23 14:07:10.119342
58694,J,2022-03-23 14:07:13.451966
58695,H,2022-03-23 14:07:13.767339
58696,A,2022-03-23 14:07:15.803953
58697,E,2022-03-23 14:07:43.215879
58698,A,2022-03-23 14:08:10.901274
58699,C,2022-03-23 14:08:28.053892
58700,I,2022-03-23 14:08:30.639707
58701,J,2022-03-23 14:08:37.733543
58702,G,2022-03-23 14:09:30.234336
58703,C,2022-03-23 14:09:45.530127
58704,I,2022-03-23 14:10:17.145702
58705,A,2022-03-23 14:10:17.530202
58706,G,2022-03-23 14:10:25.993212
58707,J,2022-03-23 14:11:13.698030
58708,D,2022-03-23 14:11:17.422268
58709,F,2022-03-23 14:11:49.429035
58710,F,2022-03-23 14:11:58.183798
58711,D,2022-03-23 14:12:00.839720
58712,A,2022-03-23 14:12:01.329864
58713,D,2022-03-23 14:12:08.090950
58714,C,2022-03-23 14:12:16.967699
58715,E,2022-03-23 14:12:42.965014
58716,H,2022-03-23 14:13:38.767247
58717,B,2022-03-23 14:13:45.114682
58718,B,2022-03-23 14:14:22.348252
58719,A,2022-03-23 14:14:43.261395
58720,E,2022-03-23 14:14:45.132409
58721,C,2022-03-23 14:15:03.842529
58722,A,2022-03-23 14:15:06.544817
58723,E,2022-03-23 14:15:28.585779
58724,A,2022-03-23 14:16:32.857905
58725,J,2022-03-23 14:16:37.629996
58726,I,2022-03-23 14:16:46.125013
58727,B,2022-03-23 14:16:54.751943
58728,A,2022-03-23 14:17:00.380237
58729,D,2022-03-23 14:17:30.180085
58730,E,2022-03-23 14:18:09.471869
58731,E,2022-03-23 14:18:11.117863
58732,A,2022-03-23 14:18:16.168691
58733,G,2022-03-23 14:18:18.417959
58734,G,2022-03-23 14:19:00.007511
58735,E,2022-03-23 14:19:33.683996
58736,E,2022-03-23 14:19:37.565531
58737,J,2022-03-23 14:19:44.533256
58738,G,2022-03-23 14:19:56.370046
58739,A,2022-03-23 14:19:58.384230
58740,J,2022-03-23 14:20:20.683902
58741,I,2022-03-23 14:20:46.696895
58742,A,2022-03-23 14:22:11.199533
58743,H,2022-03-23 14:22:22.872852
58744,G,2022-03-23 14:22:39.612722
58745,B,2022-03-23 14:22:42.590351
58746,J,2022-03-23 14:22:45.404420
58747,I,2022-03-23 14:22:47.665239
58748,J,2022-03-23 14:23:04.206977
58749,C,2022-03-23 14:23:34.900001
58750,G,2022-03-23 14:23:47.913076
58751,I,2022-03-23 14:23:49.036297
58752,G,2022-03-23 14:23:56.585112
58753,H,2022-03-23 14:24:42.646484
58754,H,2022-03-23 14:25:05.573019
58755,D,2022-03-23 14:25:17.339199
58756,I,2022-03-23 14:25:23.041853
58757,C,2022-03-23 14:25:36.238647
58758,J,2022-03-23 14:26:04.412947
58759,E,2022-03-23 14:26:06.253670
58760,F,2022-03-23 14:26:27.379021
58761,B,2022-03-23 14:26:30.302916
58762,B,2022-03-23 14:26:35.873686
58763,D,2022-03-23 14:27:02.877021
58764,E,2022-03-23 14:27:08.591855
58765,D,2022-03-23 14:27:11.454108
58766,E,2022-03-23 14:27:31.100882
58767,B,2022-03-23 14:28:01.876291
58768,B,2022-03-23 14:28:07.994323
58769,F,2022-03-23 14:28:15.806470
58770,H,2022-03-23 14:29:07.310073
58771,B,2022-03-23 14:29:12.065326
58772,F,2022-03-23 14:29:35.876939
58773,J,2022-03-23 14:29:38.223542
58774,B,2022-03-23 14:29:44.511276
58775,J,2022-03-23 14:30:00.776761
58776,B,2022-03-23 14:30:31.572968
58777,B,2022-03-23 14:30:44.328472
58778,B,2022-03-23 14:30:47.436112
58779,G,2022-03-23 14:30:56.403312
58780,C,2022-03-23 14:31:01.873801
58781,E,2022-03-23 14:31:02.250824
58782,H,2022-03-23 14:32:12.597355
58783,C,2022-03-23 14:32:14.113718
58784,B,2022-03-23 14:32:14.844460
58785,J,2022-03-23 14:32:19.988997
58786,H,2022-03-23 14:32:37.922970
58787,A,2022-03-23 14:32:49.800628
58788,H,2022-03-23 14:33:13.845369
58789,A,2022-03-23 14:33:14.464582
58790,H,2022-03-23 14:33:45.857247
58791,J,2022-03-23 14:34:03.068601
58792,G,2022-03-23 14:34:08.344820
58793,C,2022-03-23 14:34:25.395217
58794,C,2022-03-23 14:34:38.388456
58795,G,2022-03-23 14:35:17.624128
58796,C,2022-03-23 14:35:30.144855
58797,D,2022-03-23 14:35:38.369905
58798,C,2022-03-23 14:35:55.441909
58799,J,2022-03-23 14:36:02.902568
58800,C,2022-03-23 14:37:09.059775
58801,E,2022-03-23 14:37:17.919413
58802,J,2022-03-23 14:37:34.202462
58803,C,2022-03-23 14:38:26.984403
58804,B,2022-03-23 14:38:34.629675
58805,A,2022-03-23 14:38:38.361494
58806,E,2022-03-23 14:38:50.487688
58807,C,2022-03-23 14:38:58.789211
58808,H,2022-03-23 14:39:07.158516
58809,H,2022-03-23 14:39:19.656481
58810,A,2022-03-23 14:39:43.289263
58811,I,2022-03-23 14:39:51.036485
58812,F,2022-03-23 14:40:10.510500
58813,A,2022-03-23 14:40:18.868350
58814,C,2022-03-23 14:40:45.411216
58815,E,2022-03-23 14:41:54.208740
58816,A,2022-03-23 14:42:41.388472
58817,F,2022-03-23 14:43:12.003240
58818,D,2022-03-23 14:43:25.308629
58819,D,2022-03-23 14:44:07.026803
58820,C,2022-03-23 14:44:38.681481
58821,D,2022-03-23 14:44:41.588770
58822,F,2022-03-23 14:45:50.314232
58823,D,2022-03-23 14:46:11.411061
58824,I,2022-03-23 14:46:18.481298
58825,H,2022-03-23 14:46:33.079222
58826,A,2022-03-23 14:46:43.404880
58827,C,2022-03-23 14:46:53.771689
58828,C,2022-03-23 14:47:16.132175
58829,C,2022-03-23 14:47:20.645361
58830,H,2022-03-23 14:47:36.595274
58831,A,2022-03-23 14:47:38.851286
58832,B,2022-03-23 14:48:19.288471
58833,F,2022-03-23 14:48:20.341985
58834,E,2022-03-23 14:49:01.428832
58835,A,2022-03-23 14:49:28.498399
58836,B,2022-03-23 14:49:43.449764
58837,B,2022-03-23 14:50:00.258877
58838,A,2022-03-23 14:50:15.736689
58839,C,2022-03-23 14:50:37.824765
58840,A,2022-03-23 14:50:38.966054
58841,F,2022-03-23 14:50:49.431274
58842,B,2022-03-23 14:51:08.598071
58843,B,2022-03-23 14:51:08.981701
58844,A,2022-03-23 14:51:16.725268
58845,A,2022-03-23 14:51:27.539575
58846,A,2022-03-23 14:51:31.216682
58847,C,2022-03-23 14:52:04.422874
58848,H,2022-03-23 14:52:05.403830
58849,H,2022-03-23 14:52:12.045066
58850,D,2022-03-23 14:52:37.528314
58851,E,2022-03-23 14:52:55.508545
58852,D,2022-03-23 14:52:59.883666
58853,I,2022-03-23 14:53:03.637633
58854,E,2022-03-23 14:53:05.579309
58855,A,2022-03-23 14:53:32.342317
58856,G,2022-03-23 14:53:37.077108
58857,G,2022-03-23 14:53:39.296261
58858,I,2022-03-23 14:53:51.459413
58859,F,2022-03-23 14:53:53.514984
58860,B,2022-03-23 14:54:26.616054
58861,J,2022-03-23 14:54:30.891901
58862,C,2022-03-23 14:54:57.097027
58863,F,2022-03-23 14:54:59.446640
58864,C,2022-03-23 14:55:06.022617
58865,C,2022-03-23 14:55:09.313364
58866,G,2022-03-23 14:56:02.207251
58867,G,2022-03-23 14:56:15.803962
58868,I,2022-03-23 14:56:20.182602
58869,D,2022-03-23 14:56:37.290785
58870,H,2022-03-23 14:57:21.603056
58871,B,2022-03-23 14:57:29.190482
58872,H,2022-03-23 14:57:31.965965
58873,J,2022-03-23 14:58:02.028016
58874,F,2022-03-23 14:58:11.240311
58875,C,2022-03-23 14:58:12.844359
58876,D,2022-03-23 14:58:18.826913
58877,I,2022-03-23 14:58:22.147044
58878,G,2022-03-23 14:58:36.075205
58879,B,2022-03-23 14:58:51.119809
58880,A,2022-03-23 14:59:09.753532
58881,G,2022-03-23 14:59:24.527958
58882,J,2022-03-23 14:59:54.961741
58883,D,2022-03-23 15:00:37.114225
58884,E,2022-03-23 15:01:02.636946
58885,J,2022-03-23 15:01:24.824936
58886,B,2022-03-23 15:02:07.358574
58887,I,2022-03-23 15:02:10.668315
58888,E,2022-03-23 15:02:12.245204
58889,A,2022-03-23 15:02:21.979422
58890,H,2022-03-23 15:02:27.534737
58891,C,2022-03-23 15:02:55.976534
58892,I,2022-03-23 15:03:09.811287
58893,I,2022-03-23 15:03:50.983456
58894,B,2022-03-23 15:04:22.010425
58895,B,2022-03-23 15:04:24.170611
58896,D,2022-03-23 15:04:40.954397
58897,B,2022-03-23 15:04:46.694074
58898,G,2022-03-23 15:04:56.481993
58899,F,2022-03-23 15:05:18.385628
58900,B,2022-03-23 15:05:58.201291
58901,A,2022-03-23 15:06:03.224847
58902,G,2022-03-23 15:06:41.149453
58903,J,2022-03-23 15:07:06.173944
58904,D,2022-03-23 15:07:07.834977
58905,D,2022-03-23 15:07:28.276064
58906,B,2022-03-23 15:07:37.449329
58907,C,2022-03-23 15:07:50.754041
58908,B,2022-03-23 15:07:56.120087
58909,F,2022-03-23 15:07:56.452357
58910,D,2022-03-23 15:08:16.942563
58911,J,2022-03-23 15:08:29.218043
58912,C,2022-03-23 15:08:45.480228
58913,A,2022-03-23 15:09:14.509837
58914,B,2022-03-23 15:09:19.202381
58915,B,2022-03-23 15:10:28.869381
58916,B,2022-03-23 15:10:30.124300
58917,F,2022-03-23 15:10:58.436979
58918,H,2022-03-23 15:11:03.686786
58919,G,2022-03-23 15:11:10.224469
58920,I,2022-03-23 15:11:24.900164
58921,G,2022-03-23 15:11:41.903778
58922,B,2022-03-23 15:11:44.873696
58923,I,2022-03-23 15:11:50.987502
58924,A,2022-03-23 15:12:04.941145
58925,F,2022-03-23 15:12:52.351264
58926,B,2022-03-23 15:13:44.660816
58927,D,2022-03-23 15:14:34.860908
58928,H,2022-03-23 15:15:13.999142
58929,E,2022-03-23 15:15:49.296412
58930,E,2022-03-23 15:15:58.352077
58931,G,2022-03-23 15:16:13.994865
58932,F,2022-03-23 15:16:33.180707
58933,D,2022-03-23 15:17:28.263519
58934,E,2022-03-23 15:17:36.952242
58935,C,2022-03-23 15:17:38.929372
58936,J,2022-03-23 15:18:17.009508
58937,C,2022-03-23 15:19:18.354829
58938,I,2022-03-23 15:19:26.512796
58939,C,2022-03-23 15:19:34.451526
58940,C,2022-03-23 15:19:38.788048
58941,I,2022-03-23 15:20:00.264432
58942,G,2022-03-23 15:20:02.855506
58943,I,2022-03-23 15:20:05.017925
58944,C,2022-03-23 15:20:09.060308
58945,H,2022-03-23 15:20:14.534943
58946,A,2022-03-23 15:20:15.874156
58947,D,2022-03-23 15:21:03.286155
58948,B,2022-03-23 15:21:17.930693
58949,J,2022-03-23 15:21:34.680375
58950,I,2022-03-23 15:22:26.222515
58951,B,2022-03-23 15:22:49.285782
58952,G,2022-03-23 15:22:52.350575
58953,G,2022-03-23 15:22:55.388628
58954,F,2022-03-23 15:23:08.331901
58955,C,2022-03-23 15:23:18.234280
58956,J,2022-03-23 15:23:53.979827
58957,A,2022-03-23 15:23:57.762035
58958,J,2022-03-23 15:24:02.242320
58959,H,2022-03-23 15:25:05.308665
58960,A,2022-03-23 15:25:36.052133
58961,C,2022-03-23 15:26:07.174085
58962,J,2022-03-23 15:26:14.640794
58963,B,2022-03-23 15:26:58.204707
58964,C,2022-03-23 15:27:17.485182
58965,H,2022-03-23 15:27:19.054924
58966,C,2022-03-23 15:28:11.914570
58967,F,2022-03-23 15:29:18.837214
58968,A,2022-03-23 15:31:15.286789
58969,F,2022-03-23 15:31:23.065036
58970,H,2022-03-23 15:31:27.882275
58971,J,2022-03-23 15:31:28.071889
58972,D,2022-03-23 15:32:05.850190
58973,A,2022-03-23 15:32:22.718648
58974,I,2022-03-23 15:32:32.726592
58975,G,2022-03-23 15:33:11.550644
58976,C,2022-03-23 15:33:15.870919
58977,A,2022-03-23 15:33:27.631720
58978,D,2022-03-23 15:33:42.126374
58979,H,2022-03-23 15:34:11.059396
58980,C,2022-03-23 15:34:15.406360
58981,A,2022-03-23 15:34:37.679066
58982,A,2022-03-23 15:35:01.836259
58983,F,2022-03-23 15:35:10.654578
58984,J,2022-03-23 15:35:10.656198
58985,C,2022-03-23 15:35:25.434574
58986,E,2022-03-23 15:35:55.531682
58987,F,2022-03-23 15:36:57.267198
58988,D,2022-03-23 15:37:15.936132
58989,C,2022-03-23 15:37:16.113314
58990,H,2022-03-23 15:37:25.232931
58991,A,2022-03-23 15:37:31.095673
58992,J,2022-03-23 15:38:26.842973
58993,C,2022-03-23 15:38:53.136799
58994,J,2022-03-23 15:38:56.445891
58995,H,2022-03-23 15:39:20.310748
58996,E,2022-03-23 15:39:39.427882
58997,D,2022-03-23 15:40:30.144370
58998,F,2022-03-23 15:41:08.494143
58999,B,2022-03-23 15:41:35.616961
59000,I,2022-03-23 15:41:57.805962
59001,D,2022-03-23 15:42:08.411185
59002,J,2022-03-23 15:42:11.182682
59003,G,2022-03-23 15:42:27.711162
59004,H,2022-03-23 15:42:41.486214
59005,I,2022-03-23 15:42:41.540567
59006,B,2022-03-23 15:42:54.627498
59007,C,2022-03-23 15:43:00.784644
59008,G,2022-03-23 15:43:08.782829
59009,I,2022-03-23 15:43:14.347320
59010,D,2022-03-23 15:43:26.609499
59011,J,2022-03-23 15:43:27.757610
59012,G,2022-03-23 15:43:36.660027
59013,A,2022-03-23 15:43:48.830930
59014,C,2022-03-23 15:44:00.397704
59015,E,2022-03-23 15:44:14.351307
59016,C,2022-03-23 15:44:45.774638
59017,C,2022-03-23 15:44:55.170624
59018,F,2022-03-23 15:45:26.371114
59019,I,2022-03-23 15:45:39.842275
59020,D,2022-03-23 15:46:02.771545
59021,B,2022-03-23 15:46:10.716674
59022,I,2022-03-23 15:47:09.612740
59023,C,2022-03-23 15:47:41.875288
59024,A,2022-03-23 15:47:50.123925
59025,J,2022-03-23 15:48:22.386899
59026,E,2022-03-23 15:48:46.464721
59027,G,2022-03-23 15:49:08.950331
59028,I,2022-03-23 15:50:00.062127
59029,B,2022-03-23 15:50:34.827335
59030,C,2022-03-23 15:50:35.744132
59031,H,2022-03-23 15:51:01.248045
59032,D,2022-03-23 15:51:17.373254
59033,J,2022-03-23 15:51:54.609623
59034,C,2022-03-23 15:51:57.399319
59035,D,2022-03-23 15:52:09.410065
59036,J,2022-03-23 15:52:17.193285
59037,D,2022-03-23 15:52:36.474897
59038,E,2022-03-23 15:52:40.524102
59039,C,2022-03-23 15:52:56.230527
59040,C,2022-03-23 15:53:03.995948
59041,I,2022-03-23 15:53:08.358698
59042,J,2022-03-23 15:53:20.682174
59043,G,2022-03-23 15:53:48.587992
59044,I,2022-03-23 15:53:52.417966
59045,E,2022-03-23 15:53:56.357557
59046,E,2022-03-23 15:54:02.534482
59047,H,2022-03-23 15:54:43.205957
59048,G,2022-03-23 15:54:44.103202
59049,I,2022-03-23 15:55:07.517144
59050,D,2022-03-23 15:55:11.271875
59051,G,2022-03-23 15:56:24.216221
59052,B,2022-03-23 15:56:28.860276
59053,C,2022-03-23 15:56:36.052721
59054,E,2022-03-23 15:56:51.955170
59055,F,2022-03-23 15:57:14.967993
59056,B,2022-03-23 15:57:16.649327
59057,D,2022-03-23 15:57:33.871387
59058,A,2022-03-23 15:58:15.954267
59059,B,2022-03-23 15:58:29.609139
59060,E,2022-03-23 15:58:40.188737
59061,E,2022-03-23 15:59:07.167989
59062,H,2022-03-23 15:59:12.135146
59063,G,2022-03-23 15:59:35.120341
59064,D,2022-03-23 15:59:49.161065
59065,I,2022-03-23 16:00:22.345878
59066,I,2022-03-23 16:00:59.795397
59067,C,2022-03-23 16:01:22.801319
59068,C,2022-03-23 16:01:52.672361
59069,G,2022-03-23 16:01:59.722561
59070,I,2022-03-23 16:02:05.076223
59071,B,2022-03-23 16:02:22.809044
59072,E,2022-03-23 16:02:37.744322
59073,D,2022-03-23 16:03:06.273083
59074,J,2022-03-23 16:03:09.437712
59075,J,2022-03-23 16:03:52.902496
59076,J,2022-03-23 16:03:55.389663
59077,J,2022-03-23 16:03:56.531687
59078,H,2022-03-23 16:04:02.472925
59079,F,2022-03-23 16:04:16.180612
59080,I,2022-03-23 16:04:33.690349
59081,E,2022-03-23 16:05:22.845672
59082,J,2022-03-23 16:05:25.305802
59083,H,2022-03-23 16:05:35.068929
59084,A,2022-03-23 16:05:45.670780
59085,J,2022-03-23 16:05:59.384508
59086,B,2022-03-23 16:06:12.078748
59087,E,2022-03-23 16:06:31.729945
59088,H,2022-03-23 16:06:37.453724
59089,H,2022-03-23 16:06:43.325161
59090,F,2022-03-23 16:06:47.439532
59091,G,2022-03-23 16:06:59.889964
59092,G,2022-03-23 16:07:13.662616
59093,B,2022-03-23 16:07:22.313774
59094,F,2022-03-23 16:07:33.142434
59095,E,2022-03-23 16:07:40.991260
59096,J,2022-03-23 16:07:48.843513
59097,G,2022-03-23 16:08:04.451070
59098,E,2022-03-23 16:08:09.791342
59099,H,2022-03-23 16:09:01.751330
59100,A,2022-03-23 16:09:16.124915
59101,B,2022-03-23 16:09:42.680246
59102,C,2022-03-23 16:09:48.126133
59103,H,2022-03-23 16:10:46.223269
59104,A,2022-03-23 16:10:47.830614
59105,C,2022-03-23 16:11:20.064240
59106,J,2022-03-23 16:11:38.683457
59107,B,2022-03-23 16:11:40.337597
59108,H,2022-03-23 16:12:16.591449
59109,I,2022-03-23 16:12:47.844411
59110,J,2022-03-23 16:12:48.607310
59111,E,2022-03-23 16:12:50.945589
59112,B,2022-03-23 16:12:59.370315
59113,A,2022-03-23 16:13:11.571339
59114,H,2022-03-23 16:13:31.792229
59115,E,2022-03-23 16:13:37.933809
59116,J,2022-03-23 16:13:55.220023
59117,J,2022-03-23 16:13:57.948601
59118,G,2022-03-23 16:14:10.317194
59119,H,2022-03-23 16:14:15.842459
59120,F,2022-03-23 16:14:31.409925
59121,F,2022-03-23 16:14:41.699467
59122,D,2022-03-23 16:15:02.812831
59123,C,2022-03-23 16:15:19.742240
59124,D,2022-03-23 16:15:20.514826
59125,J,2022-03-23 16:15:23.172274
59126,J,2022-03-23 16:15:33.106291
59127,H,2022-03-23 16:15:36.098534
59128,E,2022-03-23 16:16:21.560219
59129,B,2022-03-23 16:17:17.765815
59130,E,2022-03-23 16:17:23.041472
59131,E,2022-03-23 16:17:36.598373
59132,F,2022-03-23 16:17:49.188869
59133,E,2022-03-23 16:18:10.628942
59134,H,2022-03-23 16:18:40.887935
59135,I,2022-03-23 16:18:44.986630
59136,B,2022-03-23 16:18:50.289997
59137,A,2022-03-23 16:18:51.208620
59138,H,2022-03-23 16:18:55.353924
59139,D,2022-03-23 16:19:01.867416
59140,J,2022-03-23 16:19:15.034772
59141,D,2022-03-23 16:19:46.551076
59142,H,2022-03-23 16:20:21.791859
59143,D,2022-03-23 16:20:59.165670
59144,D,2022-03-23 16:21:02.003436
59145,G,2022-03-23 16:21:02.807410
59146,D,2022-03-23 16:21:16.115743
59147,D,2022-03-23 16:21:33.530066
59148,C,2022-03-23 16:21:55.341023
59149,A,2022-03-23 16:22:12.240588
59150,G,2022-03-23 16:22:17.027527
59151,F,2022-03-23 16:22:48.344800
59152,B,2022-03-23 16:23:14.993046
59153,H,2022-03-23 16:23:22.212624
59154,C,2022-03-23 16:23:53.644137
59155,H,2022-03-23 16:23:59.301219
59156,G,2022-03-23 16:24:38.998908
59157,G,2022-03-23 16:25:06.964452
59158,H,2022-03-23 16:25:33.377878
59159,J,2022-03-23 16:27:13.584128
59160,F,2022-03-23 16:27:38.722688
59161,I,2022-03-23 16:27:50.857072
59162,D,2022-03-23 16:27:56.435144
59163,E,2022-03-23 16:28:02.033663
59164,E,2022-03-23 16:28:31.103956
59165,A,2022-03-23 16:28:51.429150
59166,D,2022-03-23 16:29:11.156984
59167,B,2022-03-23 16:29:30.848597
59168,J,2022-03-23 16:29:46.001043
59169,E,2022-03-23 16:30:11.512260
59170,G,2022-03-23 16:30:14.989173
59171,E,2022-03-23 16:30:35.675932
59172,H,2022-03-23 16:31:08.447419
59173,A,2022-03-23 16:31:27.863365
59174,I,2022-03-23 16:31:43.789670
59175,C,2022-03-23 16:31:54.036669
59176,A,2022-03-23 16:31:57.510225
59177,F,2022-03-23 16:32:41.179484
59178,C,2022-03-23 16:33:11.238038
59179,G,2022-03-23 16:33:37.879683
59180,I,2022-03-23 16:33:41.069545
59181,I,2022-03-23 16:33:44.556606
59182,A,2022-03-23 16:33:45.172805
59183,A,2022-03-23 16:33:45.796756
59184,F,2022-03-23 16:33:50.854886
59185,B,2022-03-23 16:34:09.561944
59186,C,2022-03-23 16:35:02.122647
59187,C,2022-03-23 16:35:13.013424
59188,F,2022-03-23 16:35:14.612550
59189,E,2022-03-23 16:35:25.040160
59190,A,2022-03-23 16:35:56.364529
59191,D,2022-03-23 16:36:39.636682
59192,A,2022-03-23 16:36:55.742975
59193,G,2022-03-23 16:36:59.037792
59194,F,2022-03-23 16:37:16.656465
59195,A,2022-03-23 16:37:30.426210
59196,H,2022-03-23 16:37:42.607092
59197,D,2022-03-23 16:37:43.752907
59198,J,2022-03-23 16:37:48.068157
59199,E,2022-03-23 16:38:30.408528
59200,A,2022-03-23 16:38:55.665733
59201,F,2022-03-23 16:39:05.217315
59202,J,2022-03-23 16:39:34.333106
59203,B,2022-03-23 16:39:37.875990
59204,D,2022-03-23 16:39:41.201365
59205,C,2022-03-23 16:39:56.278598
59206,B,2022-03-23 16:40:50.895331
59207,D,2022-03-23 16:40:54.906134
59208,G,2022-03-23 16:41:25.553408
59209,J,2022-03-23 16:41:40.788310
59210,E,2022-03-23 16:41:55.703604
59211,J,2022-03-23 16:42:01.449683
59212,F,2022-03-23 16:42:13.500524
59213,A,2022-03-23 16:42:47.112555
59214,G,2022-03-23 16:42:49.422866
59215,E,2022-03-23 16:43:25.967146
