UQID,Category,DateTimeIncrement
3245,F,274538.116
3252,F,69756.394
3254,F,20117.813000000002
3265,F,128291.85
3267,F,15048.551
3275,F,102075.36399999999
3289,F,202414.641
3304,F,269014.514
3333,F,344384.68799999997
3351,F,352159.175
3358,F,105439.278
3366,F,274258.4
3367,F,38475.553
3375,F,110361.767
3385,F,165284.502
3394,F,211145.816
3395,F,10093.994
3407,F,150753.736
3423,F,291107.407
3451,F,543610.273
3457,F,106411.227
3469,F,119711.352
3473,F,69345.833
3477,F,78393.966
3480,F,62491.399000000005
3504,F,471044.19899999996
3513,F,147305.737
3529,F,204570.236
3535,F,135370.82
3543,F,125390.24
3551,F,103305.346
3580,F,570379.235
3611,F,661389.6529999999
3616,F,146733.17299999998
3633,F,317548.61699999997
3647,F,116339.68000000001
3650,F,43198.958
3653,F,50137.002
3656,F,17227.118000000002
3660,F,55677.441
3673,F,172789.26200000002
3681,F,164318.133
3682,F,61926.848
3683,F,48025.671
3684,F,7013.263
3685,F,2871.868
3694,F,141153.03900000002
3699,F,92078.64
3705,F,85633.126
3707,F,62870.076
3709,F,75898.88399999999
3717,F,139595.584
3728,F,158312.38
3737,F,104661.56700000001
3747,F,126827.451
3752,F,138007.735
3757,F,102004.19200000001
3758,F,33946.322
3777,F,302008.57899999997
3784,F,161489.584
3794,F,183657.892
3824,F,602272.39
3832,F,88061.7
3834,F,5280.724
3857,F,325757.707
3883,F,352732.099
3887,F,54652.104
3895,F,114634.23899999999
3898,F,89988.4
3899,F,16950.53
3912,F,296392.88499999995
3920,F,63367.798
3924,F,157021.231
3928,F,105001.105
3936,F,258464.80200000003
3939,F,56779.998999999996
3951,F,203197.243
3959,F,156721.664
3962,F,28487.127
3963,F,9990.198
3970,F,120705.067
3980,F,167764.765
3984,F,51024.018
4025,F,753072.424
4026,F,15437.027
4029,F,65184.068999999996
4041,F,187939.21800000002
4066,F,399476.228
4079,F,195873.67599999998
4085,F,115313.893
4088,F,31194.781
4097,F,205207.522
4099,F,17150.127999999997
4107,F,143140.53699999998
4109,F,42883.615
4134,F,384912.657
4137,F,78812.527
4150,F,267233.274
4158,F,130588.763
4159,F,28969.605000000003
4164,F,172306.24800000002
4173,F,111423.69499999999
4176,F,35277.293999999994
4181,F,100249.242
4190,F,73899.345
4191,F,27088.874
4195,F,60450.818
4196,F,88860.062
4217,F,318413.321
4220,F,80745.49799999999
4228,F,63289.200000000004
4238,F,65563.967
4258,F,384127.901
4270,F,179939.15899999999
4278,F,117596.79400000001
4285,F,99833.354
4306,F,217759.366
4344,F,869882.429
4347,F,14273.503
4358,F,154786.581
4367,F,87002.72200000001
4375,F,52284.276
4382,F,264054.321
4383,F,465.452
4399,F,293222.037
4423,F,310862.10799999995
4432,F,217888.411
4448,F,310858.57700000005
4494,F,1049737.01
4524,F,384569.75
4538,F,264431.503
4547,F,146093.885
4555,F,72802.466
4582,F,399949.677
4593,F,133325.71
4598,F,63119.723999999995
4627,F,331554.656
4645,F,315263.07300000003
4652,F,171305.56000000003
4666,F,178929.273
4676,F,243086.47999999998
4682,F,147119.922
4683,F,6409.3640000000005
4703,F,332309.635
4707,F,36954.61
4712,F,82754.324
4732,F,479122.504
4739,F,77723.27900000001
4744,F,57892.149000000005
4751,F,250012.853
4754,F,54039.969
4767,F,106882.094
4768,F,46584.741
4772,F,87105.696
4773,F,2251.962
4775,F,25646.701
4782,F,79028.12
4787,F,75833.758
4788,F,41009.091
4802,F,323031.91199999995
4805,F,10786.845
4816,F,155647.904
4825,F,156877.254
4835,F,134525.726
4842,F,79525.964
4848,F,120202.458
4853,F,51086.925
4864,F,175084.652
4889,F,615501.4770000001
4920,F,479665.065
4949,F,329194.234
4950,F,21309.749
4966,F,421134.081
4967,F,20979.424000000003
4977,F,164630.427
4996,F,173765.14599999998
5006,F,250574.242
5010,F,111092.87700000001
5013,F,33414.811
5022,F,154421.81
5031,F,119915.78300000001
5041,F,142395.06
5044,F,69170.918
5074,F,375694.007
5103,F,617058.1919999999
5126,F,336631.66599999997
5128,F,63940.356999999996
5144,F,184586.799
5148,F,88374.972
5152,F,174388.295
5153,F,7389.027999999999
5158,F,39284.084
5166,F,116512.853
5185,F,316364.097
5188,F,86829.952
5196,F,140511.88
5197,F,41.324
5241,F,795956.95
5244,F,145799.12
5252,F,193490.783
5258,F,72920.26400000001
5266,F,96962.84199999999
5269,F,67375.888
5273,F,80580.53
5277,F,46886.006
5281,F,74532.039
5316,F,434566.63300000003
5322,F,154280.236
5323,F,21379.243
5324,F,20315.52
5328,F,64948.526
5352,F,265847.979
5359,F,78621.599
5363,F,60887.578
5365,F,44377.530999999995
5378,F,159053.305
5387,F,158365.258
5389,F,49510.36
5402,F,230577.81900000002
5416,F,198880.234
5417,F,1191.9470000000001
5422,F,71382.902
5442,F,256093.259
5471,F,348388.05100000004
5482,F,276878.816
5510,F,392582.628
5519,F,164372.683
5525,F,93949.26100000001
5527,F,12117.232
5544,F,177819.155
5546,F,55121.704
5548,F,23820.663
5549,F,20283.037
5550,F,26136.24
5566,F,386017.93600000005
5569,F,22632.427
5593,F,476986.217
5595,F,77229.68000000001
5605,F,135533.35
5606,F,3322.298
5614,F,108388.315
5616,F,53210.155
5622,F,88829.684
5625,F,71618.778
5639,F,193339.05899999998
5644,F,71002.09
5645,F,167066.275
5675,F,524720.99
5701,F,401909.646
5712,F,82963.916
5720,F,160981.888
5731,F,200933.36500000002
5733,F,34201.492
5751,F,274495.86199999996
5764,F,238250.257
5777,F,257255.501
5787,F,146763.421
5805,F,517618.014
5806,F,28979.948
5810,F,21867.448
5819,F,178355.563
5827,F,124504.997
5830,F,35197.674999999996
5842,F,157449.94700000001
5843,F,21243.484
5849,F,99746.34
5854,F,89467.853
5858,F,114916.817
5865,F,125340.051
5872,F,116082.59300000001
5876,F,30983.685
5892,F,324325.918
5904,F,159117.633
5910,F,189410.465
5936,F,513092.682
5941,F,26364.873
5950,F,134946.97400000002
5961,F,162439.842
5964,F,106991.34700000001
5969,F,82158.621
5978,F,175878.638
5979,F,1867.137
5980,F,7314.768
6003,F,395447.165
6005,F,15317.894
6014,F,90361.599
6019,F,158594.095
6029,F,129814.06799999998
6034,F,103563.01999999999
6040,F,68891.79400000001
6053,F,182424.28100000002
6060,F,119721.57400000001
6062,F,58377.333999999995
6068,F,210055.891
6075,F,186687.01799999998
6081,F,72845.674
6101,F,352758.782
6110,F,184820.795
6123,F,194079.61800000002
6139,F,367482.639
6158,F,282241.506
6165,F,75382.469
6169,F,201357.421
6172,F,37764.892
6175,F,52619.841
6177,F,73605.288
6182,F,186420.67299999998
6184,F,50600.335
6186,F,24109.39
6192,F,174916.65
6213,F,285882.756
6238,F,330317.676
6261,F,364202.993
6274,F,107155.436
6300,F,371269.645
6305,F,89787.34199999999
6312,F,185573.383
6315,F,35218.688
6330,F,284884.384
6331,F,47600.901999999995
6334,F,21377.472999999998
6338,F,114048.317
6350,F,230593.957
6356,F,168541.158
6365,F,239219.92299999998
6371,F,105209.667
6376,F,143898.52099999998
6386,F,207011.796
6391,F,91113.536
6393,F,41279.208
6421,F,396213.05799999996
6425,F,49041.002
6428,F,32724.277000000002
6450,F,328112.021
6453,F,40398.352000000006
6459,F,82384.027
6461,F,57741.522000000004
6500,F,853032.743
6507,F,72955.80099999999
6523,F,307955.453
6533,F,96903.181
6548,F,207923.362
6554,F,100921.71399999999
6556,F,4624.784
6569,F,338168.34599999996
6577,F,107395.751
6578,F,19457.138
6584,F,214761.63199999998
6590,F,126036.57699999999
6604,F,186407.98200000002
6630,F,443288.918
6631,F,14696.028999999999
6641,F,123985.723
6647,F,62201.926999999996
6654,F,151111.26200000002
6655,F,34508.257
6658,F,61916.007999999994
6659,F,42763.632
6673,F,202374.97
6674,F,16458.100000000002
6685,F,251659.873
6686,F,13837.555999999999
6688,F,27384.971
6691,F,12259.666
6703,F,175771.554
6705,F,18136.683
6709,F,84999.206
6737,F,505182.632
6745,F,130559.85999999999
6749,F,41091.155
6755,F,170460.645
6756,F,33751.288
6759,F,60729.587
6773,F,292814.218
6789,F,196871.81699999998
6796,F,80415.511
6808,F,291651.423
6816,F,142068.621
6855,F,810161.8600000001
6870,F,243080.09100000001
6874,F,74478.809
6898,F,520363.36600000004
6915,F,263494.71
6928,F,177012.294
6936,F,188210.03999999998
6939,F,50691.688
6944,F,58688.84099999999
6950,F,39337.151
6952,F,31445.42
6955,F,61708.083
6971,F,297675.109
6973,F,27659.687
6987,F,159523.845
6995,F,52415.827
7007,F,218111.83500000002
7010,F,64803.045999999995
7015,F,97783.236
7037,F,314569.15400000004
7041,F,63905.681000000004
7050,F,182586.413
7053,F,18441.358
7055,F,36254.657999999996
7057,F,9886.953
7072,F,195117.25999999998
7089,F,187351.47
7096,F,107465.265
7097,F,14685.316
7101,F,86173.98
7107,F,57032.382
7113,F,82390.981
7121,F,79184.209
7127,F,52411.380000000005
7133,F,75730.402
7137,F,68814.993
7140,F,19077.947
7146,F,72383.543
7183,F,656103.4580000001
7192,F,212059.225
7193,F,3345.1620000000003
7213,F,425518.11
7222,F,202609.768
7243,F,360857.662
7244,F,875.9259999999999
7251,F,94700.329
7262,F,144561.81900000002
7267,F,60890.293
7269,F,24445.548
7283,F,261121.023
7298,F,165105.44100000002
7332,F,589574.258
7344,F,237850.14
7346,F,33936.354999999996
7353,F,78928.55
7357,F,61384.231
7366,F,215591.95
7368,F,11805.266
7376,F,124434.32900000001
7378,F,24669.474000000002
7404,F,369496.506
7416,F,204866.7
7429,F,165075.348
7441,F,158099.19
7444,F,39243.246999999996
7459,F,190582.614
7478,F,162901.589
7501,F,304059.755
7525,F,433159.12
7539,F,154771.632
7540,F,52082.614
7549,F,153408.438
7550,F,1681.3290000000002
7558,F,103875.637
7563,F,75625.86600000001
7570,F,143966.62
7577,F,114298.52200000001
7592,F,298122.171
7594,F,96155.569
7598,F,100508.556
7599,F,52409.096
7602,F,51442.229
7607,F,38364.707
7620,F,151495.726
7622,F,4252.326
7626,F,145995.507
7633,F,123377.931
7639,F,100965.54299999999
7641,F,34769.007000000005
7648,F,80692.841
7658,F,209711.959
7660,F,57069.719999999994
7662,F,44619.549999999996
7664,F,71773.848
7670,F,94666.787
7681,F,252719.951
7684,F,18623.668999999998
7685,F,27645.811999999998
7692,F,42459.099
7707,F,131551.96000000002
7710,F,21219.77
7713,F,44999.488
7716,F,44241.286
7734,F,345665.239
7748,F,271542.43200000003
7780,F,641212.248
7791,F,238929.326
7810,F,324587.90900000004
7821,F,167710.444
7847,F,354513.45300000004
7869,F,479209.267
7898,F,471577.827
7907,F,124109.68400000001
7923,F,317340.469
7928,F,137678.325
7931,F,44933.594999999994
7951,F,355811.49299999996
7961,F,107501.861
7969,F,130670.87599999999
7981,F,221016.048
7989,F,185084.331
8009,F,299626.189
8032,F,338925.945
8048,F,322990.22000000003
8076,F,368564.914
8083,F,84949.743
8086,F,29542.589
8087,F,40644.08
8090,F,15694.516
8096,F,115409.609
8099,F,61378.344
8105,F,92256.045
8112,F,240661.923
8116,F,44450.019
8122,F,137088.145
8139,F,236881.827
8155,F,251744.16199999998
8160,F,79134.001
8170,F,185209.283
8178,F,103951.46800000001
8200,F,263681.706
8201,F,15577.326
8205,F,28645.407
8208,F,14652.112000000001
8213,F,178726.30000000002
8218,F,115287.041
8240,F,326571.29
8256,F,248156.043
8263,F,104745.712
8282,F,371679.45300000004
8302,F,343271.06700000004
8308,F,116034.55
8309,F,6708.8279999999995
8311,F,90103.556
8322,F,278648.876
8327,F,162054.27599999998
8334,F,157854.08000000002
8356,F,294326.598
8372,F,221364.185
8374,F,29896.215
8376,F,42762.417
8416,F,829441.374
8429,F,219810.676
8466,F,420541.668
8488,F,306300.074
8496,F,101406.937
8501,F,86786.169
8518,F,302040.705
8529,F,248407.283
8557,F,486295.599
8566,F,137181.564
8577,F,235765.191
8578,F,13147.627999999999
8579,F,7645.0019999999995
8589,F,103482.444
8598,F,173489.36000000002
8600,F,36840.062000000005
8629,F,453131.516
8637,F,72330.946
8644,F,270182.012
8653,F,182912.09900000002
8659,F,41428.288
8676,F,349307.568
8677,F,31207.010000000002
8682,F,164784.22900000002
8685,F,26772.017000000003
8687,F,25981.255
8692,F,108146.642
8696,F,44370.556000000004
8700,F,125370.696
8705,F,49730.778
8710,F,148025.652
8722,F,191463.6
8724,F,62620.688
8733,F,82189.256
8735,F,21675.771999999997
8751,F,203295.797
8756,F,46114.805
8759,F,57099.934
8761,F,37681.407999999996
8763,F,66587.58899999999
8786,F,271629.89900000003
8807,F,299924.83499999996
8820,F,222301.381
8821,F,26018.412
8839,F,437066.461
8845,F,74656.152
8855,F,142464.688
8860,F,44357.601
8872,F,277716.947
8876,F,102539.234
8904,F,526887.601
8922,F,367888.789
8936,F,288205.66000000003
8945,F,171524.35700000002
8965,F,191047.919
8972,F,128692.197
8977,F,117846.982
8983,F,53874.604
9007,F,263302.301
9009,F,9133.255000000001
9021,F,155395.81999999998
9029,F,131004.242
9037,F,183284.937
9043,F,242821.56
9054,F,174832.427
9057,F,31153.281
9071,F,191681.34
9088,F,465937.57399999996
9110,F,247661.371
9116,F,92034.522
9124,F,215305.389
9130,F,63796.478
9157,F,421288.628
9174,F,336289.246
9177,F,73519.711
9181,F,86877.343
9204,F,382894.309
9208,F,98678.36
9213,F,145565.28900000002
9223,F,138145.16
9246,F,309878.254
9249,F,86642.91799999999
9251,F,16345.052
9258,F,143449.94600000003
9260,F,15291.506
9273,F,188225.49000000002
9274,F,3322.667
9282,F,135325.417
9284,F,72787.766
9286,F,23945.827999999998
9287,F,48454.813
9293,F,72215.508
9299,F,164587.59900000002
9305,F,145486.848
9308,F,67135.73
9345,F,663780.6309999999
9346,F,1082.229
9376,F,465295.18100000004
9378,F,78717.844
9379,F,38461.896
9381,F,26595.071
9382,F,5950.535000000001
9416,F,646735.219
9430,F,165130.481
9431,F,7259.361
9433,F,67504.938
9439,F,101886.973
9452,F,323185.35000000003
9460,F,118714.03
9466,F,73537.13100000001
9483,F,178395.47
9507,F,378504.91799999995
9516,F,135275.719
9527,F,136142.978
9534,F,114042.727
9546,F,278816.785
9548,F,5036.937
9549,F,22381.322
9554,F,157423.97600000002
9595,F,704502.0839999999
9602,F,116793.309
9604,F,99885.52
9606,F,41777.814999999995
9614,F,117811.923
9617,F,67610.989
9623,F,58334.570999999996
9643,F,375981.32700000005
9655,F,217115.746
9670,F,181561.407
9677,F,138174.38999999998
9689,F,247754.105
9691,F,73199.565
9698,F,114568.30600000001
9710,F,190494.995
9715,F,59030.487
9721,F,104693.67599999999
9731,F,240226.353
9735,F,50291.719
9742,F,127946.96399999999
9748,F,117571.913
9758,F,204188.084
9765,F,86194.922
9786,F,358784.071
9796,F,110545.295
9797,F,11855.244
9802,F,155410.855
9803,F,30694.749000000003
9817,F,447079.92000000004
9827,F,135571.03100000002
9837,F,145599.204
9850,F,239224.302
9855,F,93842.31300000001
9873,F,414470.075
9890,F,387459.876
9896,F,59475.552
9902,F,74403.506
9929,F,570447.8729999999
9956,F,482422.998
9970,F,234774.46800000002
9973,F,33610.745
9980,F,150290.965
9996,F,226878.871
10012,F,371460.383
10021,F,103154.703
10028,F,84272.86499999999
10032,F,54806.678
10049,F,182786.949
10053,F,91060.06700000001
10070,F,272894.725
10079,F,194064.854
10087,F,118579.96
10113,F,316588.705
10114,F,20108.326999999997
10122,F,167161.239
10123,F,29603.56
10131,F,241310.552
10164,F,521246.569
10173,F,104085.258
10191,F,195203.237
10207,F,412521.506
10227,F,362158.66599999997
10235,F,113523.218
10242,F,140238.171
10259,F,194729.282
10261,F,58862.476
10272,F,145241.57400000002
10275,F,56856.922
10280,F,89277.721
10289,F,343024.03099999996
10292,F,24450.503
10344,F,927295.277
10354,F,129925.534
10378,F,387426.964
10384,F,168364.80299999999
10388,F,30004.836
10423,F,632213.787
10425,F,55608.154
10429,F,117838.684
10455,F,352346.055
10491,F,660398.4870000001
10496,F,66442.732
10498,F,35469.047000000006
10517,F,401656.801
10553,F,600135.584
10554,F,282.507
10594,F,638176.519
10596,F,38212.778999999995
10603,F,81966.729
10623,F,287614.24799999996
10632,F,168034.57700000002
10633,F,50366.349
10636,F,83998.327
10668,F,457405.62
10678,F,138224.26200000002
10681,F,29335.215
10682,F,896.6030000000001
10693,F,168512.665
10697,F,130075.212
10715,F,288777.58999999997
10739,F,296398.854
10748,F,205597.168
10756,F,225320.17799999999
10775,F,370308.80000000005
10786,F,165157.41199999998
10796,F,182839.13100000002
10803,F,183828.81699999998
10811,F,127999.08
10813,F,28481.997
10828,F,151293.21600000001
10832,F,70081.84300000001
10845,F,297285.526
10856,F,161182.543
10857,F,34903.843
10860,F,17303.076999999997
10861,F,4234.806
10869,F,85017.258
10875,F,84661.473
10876,F,32180.723
10878,F,29355.156000000003
10880,F,21838.418999999998
10895,F,265464.708
10896,F,19711.079999999998
10905,F,139012.651
10910,F,42078.337
10919,F,127200.928
10928,F,162096.597
10931,F,29099.508
10940,F,130385.523
10942,F,16567.709
10951,F,86613.67300000001
10969,F,259069.655
10984,F,223129.721
10985,F,16575.67
10988,F,18171.489999999998
10990,F,73511.55500000001
10996,F,198734.073
11002,F,90916.83
11006,F,39845.43
11012,F,59149.076
11014,F,10260.15
11020,F,192758.35
11021,F,29036.508
11031,F,165299.37699999998
11033,F,43907.792
11076,F,588166.8929999999
11080,F,40640.018
11091,F,189450.581
11094,F,14726.631
11095,F,14713.806
11103,F,104518.265
11106,F,46300.939
11114,F,221395.21300000002
11117,F,29821.847
11118,F,19804.535
11119,F,9429.558
11122,F,111127.004
11128,F,45705.913
11148,F,256974.906
11152,F,21869.052
11158,F,108512.036
11173,F,270433.142
11175,F,84994.491
11191,F,178310.568
11206,F,328728.35199999996
11209,F,29057.16
11211,F,53121.47
11214,F,86585.898
11227,F,294069.997
11241,F,205790.14
11243,F,41959.494
11248,F,139133.093
11250,F,54774.598
11254,F,58280.848
11275,F,302311.535
11276,F,31761.112
11287,F,190738.576
11290,F,42851.570999999996
11291,F,18263.068
11301,F,283507.677
11305,F,106230.375
11306,F,37543.978
11309,F,13567.169
11322,F,331515.852
11375,F,1126746.398
11391,F,434717.316
11394,F,108084.84300000001
11407,F,171545.58
11422,F,317495.059
11427,F,123939.835
11438,F,183109.85400000002
11449,F,173071.27
11461,F,188498.479
11477,F,209973.703
11507,F,445600.692
11517,F,295882.935
11539,F,372446.875
11540,F,16472.865999999998
11576,F,820425.606
11586,F,191960.079
11587,F,37739.075
11606,F,454973.22500000003
11611,F,46040.336
11623,F,165208.996
11673,F,807475.842
11676,F,53158.951
11677,F,4626.616
11686,F,127470.174
11688,F,11461.589
11699,F,202408
11711,F,115853.659
11720,F,232690.911
11723,F,39075.665
11741,F,333019.67000000004
11754,F,242937.435
11768,F,328849.719
11801,F,364887.517
11810,F,141657.245
11812,F,73103.00200000001
11822,F,319844.942
11823,F,8075.013999999999
11825,F,24648.102000000003
11871,F,775867.217
11886,F,220597.481
11890,F,89005.429
11891,F,46115.64
11912,F,386292.526
11914,F,42159.612
11924,F,100292.644
11931,F,103596.187
11942,F,161170.68
11943,F,52470.47
11948,F,122982.682
11957,F,167280.448
11987,F,412216.79699999996
11994,F,102203.689
11999,F,111884.305
12003,F,110535.48700000001
12006,F,59145.988000000005
12008,F,9338.834
12011,F,67954.439
12015,F,54791.874
12016,F,9934.651
12024,F,182147.954
12028,F,104907.683
12036,F,100100.952
12041,F,66628.163
12042,F,14704.371
12044,F,30056.91
12045,F,2068.3669999999997
12055,F,118576.89600000001
12057,F,25576.6
12058,F,4923.653
12060,F,38519.126
12070,F,128813.27200000001
12078,F,91642.379
12090,F,321315.278
12094,F,65979.296
12099,F,90056.759
12101,F,26095.973
12119,F,299251.369
12124,F,89295.799
12130,F,96246.98300000001
12141,F,233738.207
12183,F,699869.816
12207,F,494052.893
12210,F,126096.557
12227,F,381938.578
12234,F,141071.33
12239,F,67516.395
12241,F,53770.958
12243,F,19423.028
12244,F,8877.065999999999
12256,F,193782.625
12257,F,13690.222
12279,F,440408.303
12286,F,228823.96600000001
12287,F,7387.458
12299,F,263238.20999999996
12311,F,193226.774
12312,F,49398.321
12325,F,180510.148
12345,F,247634.538
12348,F,54977.698
12350,F,39806.651000000005
12353,F,86818.84700000001
12383,F,516285.04299999995
12384,F,829.1460000000001
12389,F,58642.158
12403,F,209402.882
12407,F,89736.607
12414,F,84785.83
12427,F,326532.88800000004
12431,F,70516.458
12456,F,450000.83999999997
12461,F,41855.019
12464,F,117913.483
12474,F,125225.663
12502,F,518599.943
12518,F,384562.721
12523,F,87264.428
12527,F,55828.51
12528,F,27798.995000000003
12551,F,562351.237
12554,F,62211.337
12565,F,154077.077
12570,F,41377.16
12592,F,281227.23000000004
12600,F,149309.191
12626,F,358430.32499999995
12627,F,5624.257
12639,F,231025.09
12649,F,133891.417
12659,F,100387.16100000001
12672,F,276294.865
12674,F,31476.317000000003
12675,F,9020.390000000001
12691,F,280197.873
12696,F,116226.34
12704,F,118406.13
12742,F,553886.658
12752,F,144941.656
12773,F,377588.43200000003
12778,F,79689.89899999999
12794,F,292457.729
12803,F,191810.003
12829,F,416486.138
12832,F,35267.005
12834,F,15406.714
12854,F,290850.40400000004
12865,F,79641.081
12870,F,84761.34000000001
12871,F,46573.751000000004
12884,F,277953.352
12886,F,37149.216
12887,F,2626.291
12889,F,15353.139000000001
12896,F,105834.269
12901,F,61221.928
12911,F,263927.82899999997
12965,F,832045.124
12988,F,390701.68200000003
12989,F,20497.364
12996,F,128784.028
13001,F,53014.128
13018,F,440271.35
13041,F,363907.52099999995
13068,F,376122.54000000004
13081,F,184713.939
13098,F,251783.511
13099,F,14487.348
13110,F,137030.234
13114,F,36585.64599999999
13117,F,81285.298
13133,F,327469.81899999996
13137,F,118894.891
13141,F,98386.321
13150,F,211760.386
13155,F,67175.893
13156,F,47012.327999999994
13212,F,1169039.227
13217,F,104959.092
13232,F,262461.859
13233,F,39438.07
13238,F,44513.174
13242,F,124732.95199999999
13256,F,274762.362
13258,F,2586.162
13261,F,84536.231
13291,F,578174.115
13305,F,229268.135
13335,F,520840.178
13359,F,389124.936
13365,F,67402.90699999999
13366,F,5864.077
13394,F,584517.464
13399,F,249310.55599999998
13421,F,366087.423
13431,F,111764.158
13436,F,71922.251
13445,F,130907.21500000001
13450,F,57649.011
13452,F,12686.667
13460,F,101342.272
13488,F,571809.576
13510,F,249731.506
13518,F,148881.517
13525,F,93028.511
13562,F,468148.72000000003
13569,F,221345.582
13585,F,299955.465
13607,F,813416.073
13630,F,627429.3609999999
13639,F,112229.468
13640,F,11584.851999999999
13645,F,228517.42200000002
13646,F,11636.641
13652,F,138514.231
13660,F,225770.903
13675,F,326689.59
13697,F,316898.549
13729,F,478251.086
13751,F,302915.026
13756,F,126057.225
13766,F,126318.438
13767,F,7732.512
13780,F,248032.848
13782,F,63811.086
13800,F,318968.801
13814,F,249893.743
13826,F,192366.818
13831,F,68983.293
13844,F,387318.735
13847,F,39968.787
13861,F,254754.615
13867,F,113474.681
13879,F,166951.834
13886,F,202323.844
13900,F,270374.226
13903,F,110341.313
13916,F,180513.312
13920,F,49367.686
13939,F,222408.037
13944,F,115125.616
13990,F,997097.883
13991,F,8812.784000000001
13996,F,85770.88100000001
14000,F,26378.729
14032,F,637834.461
14043,F,137926.795
14057,F,277769.25299999997
14058,F,32622.819
14060,F,77612.737
14068,F,141145.93300000002
14081,F,250645.51
14083,F,18396.082
14087,F,142534.694
14100,F,270779.882
14105,F,75028.81
14112,F,137934.982
14127,F,290118.81899999996
14128,F,1070.703
14131,F,39471.412000000004
14134,F,36927.189
14136,F,34999.268000000004
14142,F,42687.778
14147,F,43941.877
14177,F,509589.56799999997
14181,F,62678.363
14184,F,18714.641
14189,F,51468.55699999999
14190,F,3138.347
14193,F,50277.963
14199,F,146872.106
14213,F,226374.43600000002
14236,F,335376.642
14238,F,26620.708
14240,F,36021.498999999996
14249,F,220411.83899999998
14276,F,409874.15099999995
14285,F,84844.78300000001
14293,F,155259.78399999999
14306,F,180085.201
14314,F,124096.018
14320,F,168802.721
14321,F,17295.814
14326,F,99063.467
14348,F,470337.23
14353,F,62474.530999999995
14356,F,17962.765
14359,F,55031.649000000005
14360,F,23301.307999999997
14363,F,40350.127
14364,F,33920.42
14382,F,267997.791
14397,F,211238.433
14398,F,29429.376
14413,F,288610.523
14418,F,72484.102
14427,F,192693.59399999998
14448,F,349656.514
14477,F,477793.157
14486,F,114389.115
14501,F,153037.867
14510,F,178665.42899999997
14524,F,314932.241
14531,F,91646.575
14535,F,79904.049
14543,F,79212.125
14580,F,637648.694
14582,F,8302.16
14621,F,565301.5830000001
14625,F,76017.216
14642,F,275048.724
14646,F,68034.127
14683,F,639404.313
14684,F,128.46099999999998
14704,F,442868.944
14706,F,20263.767
14712,F,107706.678
14728,F,218081.084
14736,F,210176.432
14739,F,49675.203
14747,F,93601.064
14754,F,122033.92
14773,F,395497.26700000005
14808,F,812393.865
14812,F,57693.978
14830,F,193764.19100000002
14837,F,83861.554
14848,F,138778.263
14863,F,245003.97100000002
14871,F,195359.35799999998
14883,F,225516.992
14888,F,40821.532
14894,F,109492.13399999999
14900,F,88234.786
14913,F,277328.13700000005
14915,F,69199.83600000001
14932,F,347661.31799999997
14941,F,159537.457
14948,F,138358.381
14989,F,668320.89
15000,F,250122.959
15012,F,287220.597
15014,F,11048.996000000001
15017,F,29178.385
15028,F,319023.136
15059,F,465360.427
15062,F,77053.494
15079,F,212223.436
15083,F,52797.565
15087,F,62068.953
15115,F,459773.718
15156,F,1008780.7490000001
15175,F,359867.143
15183,F,71850.441
15192,F,128006.873
15196,F,43524.647000000004
15197,F,6599.292
15199,F,17344.668999999998
15205,F,58638.324
15210,F,163670.44
15221,F,239936.63900000002
15225,F,39823.605
15231,F,49222.754
15236,F,82342.359
15240,F,102196.586
15286,F,762350.243
15296,F,218652.04
15302,F,189513.58099999998
15310,F,191925.487
15333,F,357587.29
15337,F,99698.549
15343,F,81753.926
15344,F,6036.3730000000005
15356,F,237237.29700000002
15381,F,340738.614
15412,F,512822.47299999994
15421,F,140217.27000000002
15425,F,66048.479
15466,F,701326.244
15475,F,148707.687
15490,F,274587.90900000004
15509,F,341395.00700000004
15517,F,82964.272
15528,F,200140.775
15535,F,47481.878000000004
15548,F,169963.134
15576,F,462555.96
15586,F,160100.426
15597,F,161230.016
15603,F,72555.656
15605,F,82311.758
15607,F,21261.566
15611,F,111086.735
15623,F,263519.364
15636,F,210833.709
15638,F,5529.485000000001
15639,F,7957.57
15640,F,24666.635
15641,F,12419.271
15643,F,9276.782000000001
15648,F,49199.958
15652,F,98219.058
15672,F,526703.458
15674,F,8070.553
15683,F,118046.386
15687,F,118497.237
15714,F,415374.924
15719,F,45133.325999999994
15732,F,223119.662
15736,F,123029.472
15749,F,122461.554
15777,F,498938.38899999997
15790,F,323768.48699999996
15797,F,136939.04
15802,F,118181.046
15805,F,61842.74
15806,F,27580.369000000002
15852,F,1077624.3239999998
15861,F,189489.046
15863,F,18482.945
15893,F,451856.16
15894,F,1168.6209999999999
15902,F,56964.881
15923,F,318095.86699999997
15926,F,52489.753
15946,F,367330.272
15950,F,58686.081
15951,F,24161.459
15952,F,1354.569
15960,F,171050.464
15963,F,15350.51
15975,F,175204.494
15984,F,131953.75100000002
15992,F,273917.772
16007,F,249638.426
16011,F,37924.959
16012,F,8395.657
16019,F,80842.84
16046,F,428994.205
16047,F,4942.969
16060,F,178109.558
16073,F,247509.093
16094,F,324628.98000000004
16105,F,219895.284
16106,F,7725.028
16108,F,59699.502
16113,F,24330.283000000003
16140,F,499494.559
16145,F,112201.051
16155,F,188079.315
16169,F,232423.049
16171,F,20663.847
16186,F,264142.06200000003
16189,F,35251.865000000005
